X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.62452554,35.828453923,578774,91e4f8f5-7aed-4095-8b4b-f533966162ef,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022380,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,900 BLOCK NAVAHO DR,RALEIGH,RALEIGH,North,2020/05/11 10:44:00+00,2020,5,11,6,Monday,35.828453923,-78.62452554,RPD,2020/05/12 02:07:30.520+00
-78.699899236,35.75725536,578775,a093c7c4-4b9b-4c54-91fa-7077398f692f,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022384,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,2500 BLOCK GORMAN ST,RALEIGH,RALEIGH,Southwest,2020/05/11 12:07:00+00,2020,5,11,8,Monday,35.75725536,-78.699899236,RPD,2020/05/11 13:58:09.757+00
-78.6260028629999,35.8292886290001,578776,b9b43552-d208-42ae-b590-73e7ace335c9,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022385,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,800 BLOCK NAVAHO DR,RALEIGH,RALEIGH,North,2020/05/11 10:44:00+00,2020,5,11,6,Monday,35.8292886290001,-78.6260028629999,RPD,2020/05/12 02:07:44.403+00
-78.694892862,35.8124315690001,578777,c9a332f4-3e4e-4712-b069-88a3f29c3602,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022386,HUMANE,82J,Humane/Chemical Deployment,,2200 BLOCK W CHARLOTTE CT,RALEIGH,RALEIGH,Northwest,2020/05/11 12:39:00+00,2020,5,11,8,Monday,35.8124315690001,-78.694892862,RPD,2020/05/12 01:17:22.583+00
-78.727828199,35.873541366,578781,d425e860-312d-4f16-b199-9fa885f37344,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022389,ALL OTHER OFFENSES,80D,All Other/Trespassing,,8100 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2020/05/11 12:32:00+00,2020,5,11,8,Monday,35.873541366,-78.727828199,RPD,2020/05/12 02:08:09.333+00
-78.644405212,35.872578597,578782,f7dbf8c3-1eac-489e-96c4-886f967205f6,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022391,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,700 BLOCK ROYAL ANNE LN,RALEIGH,RALEIGH,North,2020/05/11 12:19:00+00,2020,5,11,8,Monday,35.872578597,-78.644405212,RPD,2020/05/12 02:08:26.247+00
-78.712193239,35.825981165,578785,4626dd76-f90d-45b5-9619-eb03b84371b0,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022395,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3300 BLOCK MILL RUN,RALEIGH,RALEIGH,Northwest,2020/05/11 12:02:00+00,2020,5,11,8,Monday,35.825981165,-78.712193239,RPD,2020/05/12 02:21:59.030+00
-78.645714644,35.7849555440001,578786,e73e60b0-e607-4008-8e7a-fa8bd8f0c1a7,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022397,VANDALISM,80B,All Other/Damage to Property (minor),,400 BLOCK N WEST ST,RALEIGH,RALEIGH,Downtown,2020/05/11 13:54:00+00,2020,5,11,9,Monday,35.7849555440001,-78.645714644,RPD,2020/05/12 02:27:24.700+00
-78.572895141,35.8305123060001,578787,2ace5e7f-097e-44e1-bfbe-42a35deae860,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022398,VANDALISM,80B,All Other/Damage to Property (minor),,3800 BLOCK BUFFALOE RD,RALEIGH,RALEIGH,Northeast,2020/05/11 13:36:00+00,2020,5,11,9,Monday,35.8305123060001,-78.5728951409999,RPD,2020/05/12 02:08:55.660+00
-78.643483713,35.8693127730001,578788,6e8282a0-c6ea-4c78-bb67-9b6c083670d1,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022401,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,500 BLOCK BRIDLE RIDGE LN,RALEIGH,RALEIGH,North,2020/05/11 13:58:00+00,2020,5,11,9,Monday,35.869312773,-78.643483713,RPD,2020/05/12 02:09:02.317+00
-78.5465706519999,35.790977975,578790,20d6f14b-5961-4106-b20b-b466143f3dce,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022407,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,1000 BLOCK AUSTON GROVE DR,RALEIGH,RALEIGH,Southeast,2020/05/11 14:17:00+00,2020,5,11,10,Monday,35.790977975,-78.546570652,RPD,2020/05/12 01:53:39.009+00
-78.614790484,35.778001138,578794,bfc6c426-0dec-48ae-9b15-7fc15a21dc01,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022413,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1700 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/05/11 15:11:00+00,2020,5,11,11,Monday,35.778001138,-78.614790484,RPD,2020/05/12 02:36:37.247+00
-78.574580607,35.8469830810001,578795,b072de0b-2880-4b91-b1cb-53e978a3aaab,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022414,OBSCENE MATERIAL,58A,Pornography/Obscene Material,CRIMES AGAINST SOCIETY,4700 BLOCK N NEW HOPE RD,RALEIGH,RALEIGH,Northeast,2020/05/11 15:23:00+00,2020,5,11,11,Monday,35.8469830810001,-78.574580607,RPD,2020/05/11 17:41:13.393+00
-78.582820549,35.839869239,578796,12ae651e-dff4-41bf-9e9b-0aa6b81c328c,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022417,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,4300 BLOCK LAKE RIDGE DR,RALEIGH,RALEIGH,North,2020/05/11 15:15:00+00,2020,5,11,11,Monday,35.8398692390001,-78.582820549,RPD,2020/05/12 02:09:07.607+00
-78.580618756,35.7882521540001,578797,cf44f50d-3482-4a88-9d7f-bb4615cc7b6a,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022427,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3200 BLOCK CALUMET DR,RALEIGH,RALEIGH,Southeast,2020/05/11 16:19:00+00,2020,5,11,12,Monday,35.7882521540001,-78.580618756,RPD,2020/05/12 02:46:25.193+00
-78.620808359,35.8265078660001,578799,0adeff17-3bf6-4266-8ecb-117cba9543fd,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022432,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/05/11 17:17:00+00,2020,5,11,13,Monday,35.826507866,-78.620808359,RPD,2020/05/12 02:09:14.169+00
-78.73162347,35.782621662,578803,208a0e33-3619-4aaa-a1aa-d5ef8a7cf51f,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022442,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,5900 BLOCK WOLF GLEN CT,RALEIGH,RALEIGH,Southwest,2020/05/11 18:14:00+00,2020,5,11,14,Monday,35.7826216620001,-78.73162347,RPD,2020/05/12 02:42:07.257+00
-78.6230038149999,35.7524631150001,578805,5bee323e-cbe3-4d84-acc8-fb8b60e0f5b9,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022449,OBSCENE MATERIAL,58A,Pornography/Obscene Material,CRIMES AGAINST SOCIETY,800 BLOCK BUNCHE DR,RALEIGH,RALEIGH,Southeast,2020/05/11 19:14:00+00,2020,5,11,15,Monday,35.7524631150001,-78.6230038149999,RPD,2020/05/12 01:22:50.713+00
-78.5868971369999,35.796978032,578808,ecd81e84-bf82-456c-8f3c-3e6f68044837,2020/05/12 04:00:46.426+00,RaleighGIS,2020/05/12 04:00:46.426+00,RaleighGIS,P20022458,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3500 BLOCK YONKERS RD,RALEIGH,RALEIGH,Southeast,2020/05/11 17:42:00+00,2020,5,11,13,Monday,35.796978032,-78.5868971369999,RPD,2020/05/12 02:45:29.260+00
-78.619630763,35.78254894,578953,4170d6eb-acb0-4d36-819f-2231807df273,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022685,VANDALISM,80B,All Other/Damage to Property (minor),,1200 BLOCK PENDER ST,RALEIGH,RALEIGH,Southeast,2020/05/13 04:36:00+00,2020,5,13,0,Wednesday,35.78254894,-78.619630763,RPD,2020/05/13 19:39:52+00
-78.710122293,35.8543222390001,578958,9b2e3a49-67ef-42ae-ad8c-e57924f0b822,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022693,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,5500 BLOCK HAMSTEAD CRSG,RALEIGH,RALEIGH,Northwest,2020/05/13 07:41:00+00,2020,5,13,3,Wednesday,35.8543222390001,-78.710122293,RPD,2020/05/13 21:09:04.397+00
-78.681955747,35.751617095,578959,6289c4d1-689d-4d00-b726-292311c9b0a1,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022694,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,2000 BLOCK ORCHARD HOLLOW LN,RALEIGH,RALEIGH,Southwest,2020/05/13 08:05:00+00,2020,5,13,4,Wednesday,35.751617095,-78.681955747,RPD,2020/05/13 12:59:27.083+00
-78.5690585519999,35.7989603030001,578961,9892dec6-206e-41a5-8f9e-5aee22aee502,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022697,VANDALISM,80B,All Other/Damage to Property (minor),,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/05/13 07:39:00+00,2020,5,13,3,Wednesday,35.7989603030001,-78.5690585519999,RPD,2020/05/13 15:41:47.649+00
-78.6194602749999,35.829158718,578964,7f8c7b87-13e5-492c-87f9-78f696ca41b0,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022700,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3400 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/05/13 09:50:00+00,2020,5,13,5,Wednesday,35.829158718,-78.6194602749999,RPD,2020/05/14 00:24:23.617+00
-78.744885769,35.9223709120001,578965,9cd9cdcc-96ed-47ba-aae9-1d87f3efe500,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022702,HUMANE,82J,Humane/Chemical Deployment,,N RADNER WAY  &  NEW LEESVILLE BLVD,RALEIGH,RALEIGH,Northwest,2020/05/13 10:53:00+00,2020,5,13,6,Wednesday,35.9223709120001,-78.744885769,RPD,2020/05/13 13:05:55.707+00
-78.60414879,35.790582719,578973,6f27c3f4-eea5-4e28-ab41-2858dd64c14c,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022714,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,900 BLOCK MARLBOROUGH RD,RALEIGH,RALEIGH,Southeast,2020/05/13 14:36:00+00,2020,5,13,10,Wednesday,35.790582719,-78.60414879,RPD,2020/05/13 16:49:57.820+00
-78.586349764,35.8261572490001,578974,d5c7155f-41f8-4688-a6bd-80a004c49e56,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022720,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,3400 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/05/13 15:45:00+00,2020,5,13,11,Wednesday,35.8261572490001,-78.586349764,RPD,2020/05/13 21:32:19.597+00
-78.7427955269999,35.786922304,578976,660e8b55-86f2-42e5-ae8a-c1cf0e89c034,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022724,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,6100 BLOCK SPICE RIDGE LN,RALEIGH,RALEIGH,Southwest,2020/05/13 16:04:00+00,2020,5,13,12,Wednesday,35.786922304,-78.7427955269999,RPD,2020/05/13 21:56:08.169+00
-78.7427955269999,35.786922304,578977,5b7cf39b-09ae-4ed4-ac01-cbeba6a6d0c7,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022724,DISORDERLY CONDUCT,70E,Disorderly Conduct/Resist-Delay-Obstruct Officer,,6100 BLOCK SPICE RIDGE LN,RALEIGH,RALEIGH,Southwest,2020/05/13 16:04:00+00,2020,5,13,12,Wednesday,35.786922304,-78.7427955269999,RPD,2020/05/13 21:56:08.169+00
-78.578080261,35.8240273720001,578982,3ee60d29-e2e6-40fe-a444-a8b334dc2bb2,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022736,VANDALISM,80B,All Other/Damage to Property (minor),,3300 BLOCK JUPITER ST,RALEIGH,RALEIGH,Northeast,2020/05/13 15:21:00+00,2020,5,13,11,Wednesday,35.824027372,-78.578080261,RPD,2020/05/13 21:30:35.340+00
-78.619941261,35.7698416320001,578984,46efa375-b5e9-4689-bb2c-142786d91a1d,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022742,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,700 BLOCK VARDAMAN ST,RALEIGH,RALEIGH,Southeast,2020/05/13 18:46:00+00,2020,5,13,14,Wednesday,35.7698416320001,-78.619941261,RPD,2020/05/13 21:21:52.120+00
-78.57132725,35.8093623120001,578986,31f4ad1b-3c53-4bd7-8bcb-ef7b5f4775f8,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022749,VANDALISM,80B,All Other/Damage to Property (minor),,4000 BLOCK TOCCOPOLA ST,RALEIGH,RALEIGH,Northeast,2020/05/13 18:29:00+00,2020,5,13,14,Wednesday,35.8093623120001,-78.57132725,RPD,2020/05/13 21:35:59.277+00
-78.61213936,35.836638556,578987,434359ea-e405-416f-8cce-272d6ffeeb0a,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022751,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020/05/13 20:05:00+00,2020,5,13,16,Wednesday,35.836638556,-78.61213936,RPD,2020/05/13 21:31:16.717+00
-78.5390933469999,35.8488614820001,578988,e79beaa1-99db-4f07-8605-41f02fe14d9f,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022753,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,6400 BLOCK AMBER BLUFFS CRES,RALEIGH,RALEIGH,Northeast,2020/05/13 20:08:00+00,2020,5,13,16,Wednesday,35.8488614820001,-78.5390933469999,RPD,2020/05/14 00:25:10.609+00
-78.701102087,35.7624441570001,578992,9b7ce493-0d30-4d45-85c6-ffba29f410d6,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022761,VANDALISM,80B,All Other/Damage to Property (minor),,1400 BLOCK COLLEGIATE CIR,RALEIGH,RALEIGH,Southwest,2020/05/13 20:21:00+00,2020,5,13,16,Wednesday,35.7624441570001,-78.701102087,RPD,2020/05/13 22:15:20.247+00
-78.660018602,35.9032992740001,578994,87525efc-be5a-479e-a322-813a8990a269,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022767,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,8800 BLOCK AUTUMN WINDS DR,RALEIGH,RALEIGH,North,2020/05/13 21:17:00+00,2020,5,13,17,Wednesday,35.9032992740001,-78.660018602,RPD,2020/05/14 00:25:38.710+00
-78.674017868,35.8408674720001,578995,4ec9148f-9b15-446e-b556-cfdf0f0b2919,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022785,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,4400 BLOCK LEAD MINE RD,WAKE COUNTY,RALEIGH,North,2020/05/14 00:01:00+00,2020,5,13,20,Wednesday,35.8408674720001,-78.674017868,RPD,2020/05/14 02:43:49.493+00
-78.6529293399999,35.7419904540001,578996,bf595adb-e92c-4f91-a292-84d9dcbe7174,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022786,VANDALISM,80B,All Other/Damage to Property (minor),,700 BLOCK PEACH RD,RALEIGH,RALEIGH,Southwest,2020/05/13 23:44:00+00,2020,5,13,19,Wednesday,35.7419904540001,-78.65292934,RPD,2020/05/14 01:40:01.009+00
-78.575960344,35.737179438,579050,24bdfe46-578c-402d-a275-b038caa305e8,2020/05/14 04:01:00.175+00,RaleighGIS,2020/05/14 04:01:00.175+00,RaleighGIS,P20022728,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK KNIGHTON ST,RALEIGH,RALEIGH,Southeast,2020/05/13 16:49:00+00,2020,5,13,12,Wednesday,35.7371794380001,-78.575960344,RPD,2020/05/13 21:18:26.809+00
-78.8119535549999,35.897151899,579639,b14bd6d7-a496-439f-a5e9-52398da484de,2020/05/20 04:00:42.584+00,RaleighGIS,2020/05/20 04:00:42.584+00,RaleighGIS,P20023593,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,10800 BLOCK BEECH VALLEY CT,RALEIGH,RALEIGH,Northwest,2020/05/19 14:08:00+00,2020,5,19,10,Tuesday,35.8971518990001,-78.8119535549999,RPD,2020/05/19 15:34:10.137+00
-78.631659948,35.7801764270001,579890,c2bfe04b-0504-4ae5-8b32-30c64504410f,2020/05/22 04:00:39.902+00,RaleighGIS,2020/05/22 04:00:39.902+00,RaleighGIS,P20023882,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,500 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Downtown,2020/05/21 04:01:00+00,2020,5,21,0,Thursday,35.7801764270001,-78.6316599479999,RPD,2020/05/21 20:17:29.649+00
-78.555174512,35.8940855650001,580076,61afe9dd-a590-41c1-9550-61b1aea025ff,2020/05/26 04:00:45.926+00,RaleighGIS,2020/05/26 04:00:45.926+00,RaleighGIS,P20024526,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,8500 BLOCK PERRY PINES DR,RALEIGH,RALEIGH,Northeast,2020/05/25 16:05:00+00,2020,5,25,12,Monday,35.8940855650001,-78.555174512,RPD,2020/05/25 20:52:25.037+00
-78.5993699479999,35.817143597,580396,eaa8c62e-1c82-4b69-af19-efe4ef91bb4e,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024620,VANDALISM,80B,All Other/Damage to Property (minor),,2700 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2020/05/26 04:45:00+00,2020,5,26,0,Tuesday,35.817143597,-78.5993699479999,RPD,2020/05/26 23:39:30.769+00
-78.610868176,35.7782249380001,580398,ea172187-60d2-469d-903b-84a3d7ec3069,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024623,DISORDERLY CONDUCT,70D,Disorderly Conduct/Drunk-Disorderly,,1900 BLOCK HAWKINS ST,RALEIGH,RALEIGH,Southeast,2020/05/26 05:51:00+00,2020,5,26,1,Tuesday,35.7782249380001,-78.6108681759999,RPD,2020/05/26 14:19:12.577+00
-78.610868176,35.7782249380001,580399,3f3d8d64-c3b1-4f85-b1ab-80d625c55dce,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024623,DISORDERLY CONDUCT,70E,Disorderly Conduct/Resist-Delay-Obstruct Officer,,1900 BLOCK HAWKINS ST,RALEIGH,RALEIGH,Southeast,2020/05/26 05:51:00+00,2020,5,26,1,Tuesday,35.7782249380001,-78.6108681759999,RPD,2020/05/26 14:19:12.577+00
-78.7040990679999,35.8793132640001,580407,d3aaa0f7-0a8a-49c9-8763-388fc87060e5,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024631,VANDALISM,80B,All Other/Damage to Property (minor),,4100 BLOCK LAKE LYNN DR,RALEIGH,RALEIGH,Northwest,2020/05/26 10:40:00+00,2020,5,26,6,Tuesday,35.8793132640001,-78.7040990679999,RPD,2020/05/26 22:06:03.953+00
-78.6828604899999,35.7470837870001,580411,0f374a56-d2ba-44f5-b636-48bc44be2860,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024635,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,2900 BLOCK ALDER RIDGE LN,RALEIGH,RALEIGH,Southwest,2020/05/26 12:05:00+00,2020,5,26,8,Tuesday,35.7470837870001,-78.6828604899999,RPD,2020/05/26 19:44:05.030+00
-78.783390431,35.911061744,580412,d6bf2699-8b4b-45df-9168-59ce77a604f8,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024638,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,10200 BLOCK LITTLE BRIER CREEK LN,RALEIGH,RALEIGH,Northwest,2020/05/26 12:10:00+00,2020,5,26,8,Tuesday,35.9110617440001,-78.783390431,RPD,2020/05/26 22:09:14.047+00
-78.5777809569999,35.863643482,580413,9494e56f-2ab6-4cd7-a144-194c90050a14,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024639,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,3600 BLOCK SUMNER BLVD,RALEIGH,RALEIGH,Northeast,2020/05/26 12:14:00+00,2020,5,26,8,Tuesday,35.863643482,-78.577780957,RPD,2020/05/26 19:36:26.533+00
-78.798717905,35.917310377,580414,d48f5f93-a5ec-4351-ac35-d0c0d30db6c9,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024640,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,11000 BLOCK BERKELY CLUB DR,RALEIGH,RALEIGH,Northwest,2020/05/26 12:18:00+00,2020,5,26,8,Tuesday,35.917310377,-78.798717905,RPD,2020/05/26 19:15:09.969+00
-78.5761090519999,35.87097492,580415,cd294331-1bdd-40ee-b42c-9042e3f16222,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024641,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,6400 BLOCK TOWN CENTER DR,RALEIGH,RALEIGH,Northeast,2020/05/26 12:20:00+00,2020,5,26,8,Tuesday,35.87097492,-78.5761090519999,RPD,2020/05/26 19:11:47.163+00
-78.590620271,35.8462857590001,580416,c05c2de2-838e-4d0c-b96a-85d6b3c50351,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024645,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4500 BLOCK HARGROVE RD,RALEIGH,RALEIGH,North,2020/05/26 12:30:00+00,2020,5,26,8,Tuesday,35.8462857590001,-78.590620271,RPD,2020/05/26 22:09:39.703+00
-78.659262639,35.7889914030001,580420,a287b163-9a18-42f8-853b-ab3810adac8f,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024651,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,2000 BLOCK CLARK AV,RALEIGH,RALEIGH,Southwest,2020/05/26 12:49:00+00,2020,5,26,8,Tuesday,35.7889914030001,-78.659262639,RPD,2020/05/26 18:47:59.807+00
-78.635080064,35.775464105,580423,5ad8dc76-5e7e-44fb-8125-3c52e77cf87b,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024655,HUMANE,82J,Humane/Chemical Deployment,,S PERSON ST  &  E DAVIE ST,RALEIGH,RALEIGH,Downtown,2020/05/26 12:31:00+00,2020,5,26,8,Tuesday,35.775464105,-78.635080064,RPD,2020/05/26 20:19:36.220+00
-78.635080064,35.775464105,580424,f06f1712-86c1-4ddd-aeaf-3e387ccca906,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024655,HUMANE,82L,Humane/Injured Animal,,S PERSON ST  &  E DAVIE ST,RALEIGH,RALEIGH,Downtown,2020/05/26 12:31:00+00,2020,5,26,8,Tuesday,35.775464105,-78.635080064,RPD,2020/05/26 20:19:36.220+00
-78.732494682,35.783910324,580425,049850aa-e2f7-4a20-bf3b-18f585c31b9d,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024656,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,300 BLOCK WOLF DEN LN,RALEIGH,RALEIGH,Southwest,2020/05/26 13:01:00+00,2020,5,26,9,Tuesday,35.783910324,-78.732494682,RPD,2020/05/26 18:35:56.649+00
-78.612193221,35.83666914,580426,7f1ea62b-650a-426a-8dc9-34d2426bcce7,2020/05/27 04:00:47.819+00,RaleighGIS,2020/05/27 04:00:47.819+00,RaleighGIS,P20024658,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020/05/26 13:05:00+00,2020,5,26,9,Tuesday,35.83666914,-78.612193221,RPD,2020/05/26 22:10:35.593+00
